, 
M,2755
MARGARET,1385
DOROTHY,993
HELEN,947
MARY,765
FLORENCE,525
ANNIE,449
MARIE,436
JEAN,427
DORIS,418
RUTH,412
EDITH,401
ELIZABETH,395
EDNA,371
MARION,326
EVELYN,317
ALICE,317
KATHLEEN,316
MILDRED,313
GLADYS,307
ETHEL,306
ANNA,300
LILLIAN,299
MARJORIE,294
GRACE,283
HAZEL,279
IRENE,266
VIOLET,262
FRANCES,253
MURIEL,243
VERA,232
ELSIE,227
BEATRICE,227
GERTRUDE,207
AUDREY,207
OLIVE,200
EVA,196
AGNES,193
LAURA,189
THELMA,187
PHYLLIS,186
MABEL,185
SARAH,171
RUBY,166
CATHERINE,161
JESSIE,158
NORMA,157
ELEANOR,153
ROSE,151
HILDA,151
VERNA,142
MYRTLE,139
MARGUERITE,136
BERTHA,130
PEARL,127
IDA,126
ELLEN,123
EILEEN,123
WINNIFRED,121
ALMA,121
CLARA,117
MARJORY,111
BESSIE,110
RETA,107
VIOLA,101
NELLIE,101
BERNICE,97
ESTHER,94
DORA,93
NORA,89
ADA,89
MARTHA,86
JOSEPHINE,86
ELLA,86
VELMA,83
EMMA,82
STELLA,81
MAY,81
BARBARA,81
RITA,80
ISABEL,78
JENNIE,77
MARIA,76
LILIAN,76
ISABELLA,74
FRANCIS,73
LENA,69
CATHARINE,68
OLGA,66
LOIS,66
JANET,66
MINNIE,65
EMILY,64
JULIA,63
PATRICIA,61
CHARLOTTE,61
VIVIAN,58
MADELINE,58
BETTY,58
LOUISE,55
SADIE,54
BLANCHE,53
GEORGINA,52
ANNE,51
MARIAN,50
SYLVIA,49
LORNA,49
LILY,49
JUNE,48
LEONA,47
CORA,47
IVY,46
FREDA,46
ELVA,46
LUCY,45
JANE,45
KATHERINE,44
WINIFRED,43
GERALDINE,43
FLORA,43
PAULINE,42
LORETTA,41
WILMA,40
VICTORIA,40
HARRIET,40
CHRISTINA,40
VIRGINIA,38
INA,38
SHIRLEY,37
LOUISA,37
CONSTANCE,37
MABLE,36
BEULAH,36
DAISY,35
VERONICA,33
THERESA,33
RACHEL,33
JOAN,33
INEZ,33
JEANNE,32
IRIS,32
HELENA,32
GWENDOLYN,32
ROSA,31
ELMA,31
AMY,31
LILLIE,30
LILA,30
IVA,30
ISOBEL,30
CAROLINE,30
AILEEN,30
MONA,29
ISABELLE,29
ALBERTA,29
DORTHY,28
DOROTHEA,28
REBECCA,27
MARGERY,27
LUCILLE,27
CECILIA,27
AMELIA,27
PHILLIS,26
EUNICE,26
ERMA,26
ANN,26
ROSIE,25
NORAH,25
LORRAINE,25
LOLA,25
KATHARINE,25
HELLEN,25
DELLA,25
MIRIAM,24
KATHRYN,24
IRMA,24
FANNIE,24
BELLA,24
ROBERTA,23
LUELLA,23
HANNAH,23
EDYTHE,23
CECILE,23
ISABELL,22
ILA,22
RHODA,21
LOTTIE,21
LILLY,21
GRETA,21
FERN,21
FANNY,21
TERESA,20
JEANETTE,20
HENRIETTA,20
GWENDOLINE,20
RHEA,19
PHYLIS,19
MATILDA,19
LEAH,19
FLOSSIE,19
ESTER,19
ANITA,19
SOPHIE,18
NANCY,18
MONICA,18
LENORA,18
GENEVIEVE,18
ELIZA,18
ELAINE,18
DOREEN,18
DONALDA,18
NETTIE,17
MAGGIE,17
KATIE,17
EVELINE,17
BERYL,17
MAUD,16
MARGRET,16
LORAINE,16
HELENE,16
FLORANCE,16
ETTA,16
ELINOR,16
ELENOR,16
SUSAN,15
SOPHIA,15
ROSINA,15
MAXINE,15
LEILA,15
JOYCE,15
HARRIETT,15
ENID,15
ADELINE,15
YVONNE,14
SYBIL,14
RENA,14
ORMA,14
MINA,14
JULIETTE,14
BERNADETTE,14
ANGELINA,14
RETTA,13
MAUDE,13
LYLA,13
LYDIA,13
LULU,13
LIZZIE,13
ILENE,13
ESTELLA,13
EFFIE,13
DORATHY,13
CECELIA,13
ANNETTE,13
YVETTE,12
WANDA,12
VIDA,12
SIMONE,12
SARA,12
ROSETTA,12
PRISCILLA,12
NINA,12
MARGARETTE,12
LUCIA,12
DORAS,12
ANGELA,12
ADELAIDE,12
ZELMA,11
WILDA,11
NELDA,11
MARGORY,11
MAE,11
LAURETTA,11
JOHN,11
GOLDIE,11
GERTIE,11
GERMAINE,11
FRIEDA,11
DORRIS,11
BLANCH,11
AUDRY,11
STEPHANIA,10
REGINA,10
RACHAEL,10
MERLE,10
MARGURITE,10
MARGORIE,10
MADALINE,10
LORETTE,10
JEANNETTE,10
ENA,10
CARRIE,10
BRIDGET,10
ANASTASIA,10
ALTA,10
AGATHA,10
ADELE,10
VERDA,9
VALMA,9
UNA,9
THEDA,9
SELMA,9
PHOEBE,9
NOELLA,9
NAOMI,9
MELBA,9
MARGARETT,9
MADELEINE,9
LEOLA,9
LENORE,9
KATHALEEN,9
JACQUELINE,9
J,9
FLORIDA,9
DONNA,9
CLAIRE,9
CARMEL,9
ALINE,9
WILHELMINA,8
VERLA,8
STEPHANIE,8
SIMONNE,8
REVA,8
ORA,8
MAVIS,8
MARCELLA,8
LUCIENNE,8
LELA,8
KATE,8
JOY,8
JENNY,8
HATTIE,8
GEORGIA,8
EULA,8
DELIA,8
CELIA,8
YETTA,7
VIMY,7
ROSEMARY,7
ROSELLA,7
ROSALIE,7
PANSY,7
ORPHA,7
MURIAL,7
MOLLY,7
MOLLIE,7
MELVA,7
MARGUERIT,7
MARGARITE,7
LUCILE,7
LORENA,7
LINDA,7
LEA,7
LAVINA,7
LAURETTE,7
ILEEN,7
GRACIE,7
ELDA,7
DORTHA,7
CYNTHIA,7
BEVERLY,7
AUDRIE,7
ANGELINE,7
ALVA,7
ALDA,7
AILI,7
VINA,6
VERONA,6
VALERIE,6
TOINI,6
TILLIE,6
THORA,6
SELINA,6
RAY,6
PHYLISS,6
ONA,6
NORINE,6
MILLICENT,6
MALVINA,6
MAJORIE,6
LUCINDA,6
LORETTO,6
LORENE,6
LORA,6
LINA,6
LEONE,6
LEITA,6
KATHRINE,6
JUDITH,6
JEANIE,6
IONA,6
HELVI,6
HELMI,6
HANNA,6
GLADIS,6
GABRIELLE,6
EUGENIA,6
ERNESTINE,6
ELENA,6
CHRISTINE,6
CHRISTENA,6
CATHRINE,6
CATHLEEN,6
CAROLINA,6
CARMEN,6
CARMELA,6
BELLE,6
ANTONINA,6
ALFREDA,6
ALBERTINE,6
ADDIE,6
